id,name,model,gender,language,style,description
gemini-flash-enceladus-hindi,Enceladus,google/gemini-2.5-flash-preview-tts,male,hindi,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-indonesian,Enceladus,google/gemini-2.5-flash-preview-tts,male,indonesian,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-italian,Enceladus,google/gemini-2.5-flash-preview-tts,male,italian,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-japanese,Enceladus,google/gemini-2.5-flash-preview-tts,male,japanese,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-korean,Enceladus,google/gemini-2.5-flash-preview-tts,male,korean,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-portuguese,Enceladus,google/gemini-2.5-flash-preview-tts,male,portuguese,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-russian,Enceladus,google/gemini-2.5-flash-preview-tts,male,russian,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-dutch,Enceladus,google/gemini-2.5-flash-preview-tts,male,dutch,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-polish,Enceladus,google/gemini-2.5-flash-preview-tts,male,polish,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-thai,Enceladus,google/gemini-2.5-flash-preview-tts,male,thai,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-turkish,Enceladus,google/gemini-2.5-flash-preview-tts,male,turkish,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-vietnamese,Enceladus,google/gemini-2.5-flash-preview-tts,male,vietnamese,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-romanian,Enceladus,google/gemini-2.5-flash-preview-tts,male,romanian,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-ukrainian,Enceladus,google/gemini-2.5-flash-preview-tts,male,ukrainian,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-bengali,Enceladus,google/gemini-2.5-flash-preview-tts,male,bengali,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-marathi,Enceladus,google/gemini-2.5-flash-preview-tts,male,marathi,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-tamil,Enceladus,google/gemini-2.5-flash-preview-tts,male,tamil,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-enceladus-telugu,Enceladus,google/gemini-2.5-flash-preview-tts,male,telugu,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-flash-iapetus-chinese,Iapetus,google/gemini-2.5-flash-preview-tts,male,chinese,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-arabic,Iapetus,google/gemini-2.5-flash-preview-tts,male,arabic,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-german,Iapetus,google/gemini-2.5-flash-preview-tts,male,german,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-english,Iapetus,google/gemini-2.5-flash-preview-tts,male,english,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-spanish,Iapetus,google/gemini-2.5-flash-preview-tts,male,spanish,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-french,Iapetus,google/gemini-2.5-flash-preview-tts,male,french,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-hindi,Iapetus,google/gemini-2.5-flash-preview-tts,male,hindi,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-indonesian,Iapetus,google/gemini-2.5-flash-preview-tts,male,indonesian,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-italian,Iapetus,google/gemini-2.5-flash-preview-tts,male,italian,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-japanese,Iapetus,google/gemini-2.5-flash-preview-tts,male,japanese,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-korean,Iapetus,google/gemini-2.5-flash-preview-tts,male,korean,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-portuguese,Iapetus,google/gemini-2.5-flash-preview-tts,male,portuguese,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-russian,Iapetus,google/gemini-2.5-flash-preview-tts,male,russian,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-dutch,Iapetus,google/gemini-2.5-flash-preview-tts,male,dutch,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-polish,Iapetus,google/gemini-2.5-flash-preview-tts,male,polish,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-thai,Iapetus,google/gemini-2.5-flash-preview-tts,male,thai,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-turkish,Iapetus,google/gemini-2.5-flash-preview-tts,male,turkish,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-vietnamese,Iapetus,google/gemini-2.5-flash-preview-tts,male,vietnamese,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-romanian,Iapetus,google/gemini-2.5-flash-preview-tts,male,romanian,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-ukrainian,Iapetus,google/gemini-2.5-flash-preview-tts,male,ukrainian,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-bengali,Iapetus,google/gemini-2.5-flash-preview-tts,male,bengali,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-marathi,Iapetus,google/gemini-2.5-flash-preview-tts,male,marathi,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-tamil,Iapetus,google/gemini-2.5-flash-preview-tts,male,tamil,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-iapetus-telugu,Iapetus,google/gemini-2.5-flash-preview-tts,male,telugu,clear,Friendly; approachable male voice with "boy next door" feel
gemini-flash-umbriel-chinese,Umbriel,google/gemini-2.5-flash-preview-tts,male,chinese,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-arabic,Umbriel,google/gemini-2.5-flash-preview-tts,male,arabic,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-german,Umbriel,google/gemini-2.5-flash-preview-tts,male,german,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-english,Umbriel,google/gemini-2.5-flash-preview-tts,male,english,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-spanish,Umbriel,google/gemini-2.5-flash-preview-tts,male,spanish,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-french,Umbriel,google/gemini-2.5-flash-preview-tts,male,french,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-hindi,Umbriel,google/gemini-2.5-flash-preview-tts,male,hindi,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-indonesian,Umbriel,google/gemini-2.5-flash-preview-tts,male,indonesian,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-italian,Umbriel,google/gemini-2.5-flash-preview-tts,male,italian,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-japanese,Umbriel,google/gemini-2.5-flash-preview-tts,male,japanese,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-korean,Umbriel,google/gemini-2.5-flash-preview-tts,male,korean,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-portuguese,Umbriel,google/gemini-2.5-flash-preview-tts,male,portuguese,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-russian,Umbriel,google/gemini-2.5-flash-preview-tts,male,russian,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-dutch,Umbriel,google/gemini-2.5-flash-preview-tts,male,dutch,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-polish,Umbriel,google/gemini-2.5-flash-preview-tts,male,polish,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-thai,Umbriel,google/gemini-2.5-flash-preview-tts,male,thai,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-turkish,Umbriel,google/gemini-2.5-flash-preview-tts,male,turkish,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-vietnamese,Umbriel,google/gemini-2.5-flash-preview-tts,male,vietnamese,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-romanian,Umbriel,google/gemini-2.5-flash-preview-tts,male,romanian,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-ukrainian,Umbriel,google/gemini-2.5-flash-preview-tts,male,ukrainian,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-bengali,Umbriel,google/gemini-2.5-flash-preview-tts,male,bengali,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-marathi,Umbriel,google/gemini-2.5-flash-preview-tts,male,marathi,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-tamil,Umbriel,google/gemini-2.5-flash-preview-tts,male,tamil,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-umbriel-telugu,Umbriel,google/gemini-2.5-flash-preview-tts,male,telugu,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-flash-algieba-chinese,Algieba,google/gemini-2.5-flash-preview-tts,male,chinese,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-arabic,Algieba,google/gemini-2.5-flash-preview-tts,male,arabic,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-german,Algieba,google/gemini-2.5-flash-preview-tts,male,german,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-english,Algieba,google/gemini-2.5-flash-preview-tts,male,english,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-spanish,Algieba,google/gemini-2.5-flash-preview-tts,male,spanish,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-french,Algieba,google/gemini-2.5-flash-preview-tts,male,french,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-hindi,Algieba,google/gemini-2.5-flash-preview-tts,male,hindi,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-indonesian,Algieba,google/gemini-2.5-flash-preview-tts,male,indonesian,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-italian,Algieba,google/gemini-2.5-flash-preview-tts,male,italian,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-japanese,Algieba,google/gemini-2.5-flash-preview-tts,male,japanese,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-korean,Algieba,google/gemini-2.5-flash-preview-tts,male,korean,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-portuguese,Algieba,google/gemini-2.5-flash-preview-tts,male,portuguese,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-russian,Algieba,google/gemini-2.5-flash-preview-tts,male,russian,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-dutch,Algieba,google/gemini-2.5-flash-preview-tts,male,dutch,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-polish,Algieba,google/gemini-2.5-flash-preview-tts,male,polish,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-thai,Algieba,google/gemini-2.5-flash-preview-tts,male,thai,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-turkish,Algieba,google/gemini-2.5-flash-preview-tts,male,turkish,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-vietnamese,Algieba,google/gemini-2.5-flash-preview-tts,male,vietnamese,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-romanian,Algieba,google/gemini-2.5-flash-preview-tts,male,romanian,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-ukrainian,Algieba,google/gemini-2.5-flash-preview-tts,male,ukrainian,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-bengali,Algieba,google/gemini-2.5-flash-preview-tts,male,bengali,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-marathi,Algieba,google/gemini-2.5-flash-preview-tts,male,marathi,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-tamil,Algieba,google/gemini-2.5-flash-preview-tts,male,tamil,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-algieba-telugu,Algieba,google/gemini-2.5-flash-preview-tts,male,telugu,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-flash-despina-chinese,Despina,google/gemini-2.5-flash-preview-tts,female,chinese,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-arabic,Despina,google/gemini-2.5-flash-preview-tts,female,arabic,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-german,Despina,google/gemini-2.5-flash-preview-tts,female,german,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-english,Despina,google/gemini-2.5-flash-preview-tts,female,english,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-spanish,Despina,google/gemini-2.5-flash-preview-tts,female,spanish,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-french,Despina,google/gemini-2.5-flash-preview-tts,female,french,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-hindi,Despina,google/gemini-2.5-flash-preview-tts,female,hindi,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-indonesian,Despina,google/gemini-2.5-flash-preview-tts,female,indonesian,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-italian,Despina,google/gemini-2.5-flash-preview-tts,female,italian,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-japanese,Despina,google/gemini-2.5-flash-preview-tts,female,japanese,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-korean,Despina,google/gemini-2.5-flash-preview-tts,female,korean,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-portuguese,Despina,google/gemini-2.5-flash-preview-tts,female,portuguese,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-russian,Despina,google/gemini-2.5-flash-preview-tts,female,russian,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-dutch,Despina,google/gemini-2.5-flash-preview-tts,female,dutch,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-polish,Despina,google/gemini-2.5-flash-preview-tts,female,polish,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-thai,Despina,google/gemini-2.5-flash-preview-tts,female,thai,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-turkish,Despina,google/gemini-2.5-flash-preview-tts,female,turkish,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-vietnamese,Despina,google/gemini-2.5-flash-preview-tts,female,vietnamese,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-romanian,Despina,google/gemini-2.5-flash-preview-tts,female,romanian,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-ukrainian,Despina,google/gemini-2.5-flash-preview-tts,female,ukrainian,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-bengali,Despina,google/gemini-2.5-flash-preview-tts,female,bengali,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-marathi,Despina,google/gemini-2.5-flash-preview-tts,female,marathi,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-tamil,Despina,google/gemini-2.5-flash-preview-tts,female,tamil,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-despina-telugu,Despina,google/gemini-2.5-flash-preview-tts,female,telugu,smooth,Warm; friendly female voice; trustworthy and engaging
gemini-flash-erinome-chinese,Erinome,google/gemini-2.5-flash-preview-tts,female,chinese,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-arabic,Erinome,google/gemini-2.5-flash-preview-tts,female,arabic,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-german,Erinome,google/gemini-2.5-flash-preview-tts,female,german,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-english,Erinome,google/gemini-2.5-flash-preview-tts,female,english,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-spanish,Erinome,google/gemini-2.5-flash-preview-tts,female,spanish,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-french,Erinome,google/gemini-2.5-flash-preview-tts,female,french,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-hindi,Erinome,google/gemini-2.5-flash-preview-tts,female,hindi,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-indonesian,Erinome,google/gemini-2.5-flash-preview-tts,female,indonesian,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-italian,Erinome,google/gemini-2.5-flash-preview-tts,female,italian,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-japanese,Erinome,google/gemini-2.5-flash-preview-tts,female,japanese,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-korean,Erinome,google/gemini-2.5-flash-preview-tts,female,korean,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-portuguese,Erinome,google/gemini-2.5-flash-preview-tts,female,portuguese,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-russian,Erinome,google/gemini-2.5-flash-preview-tts,female,russian,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-dutch,Erinome,google/gemini-2.5-flash-preview-tts,female,dutch,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-polish,Erinome,google/gemini-2.5-flash-preview-tts,female,polish,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-thai,Erinome,google/gemini-2.5-flash-preview-tts,female,thai,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-turkish,Erinome,google/gemini-2.5-flash-preview-tts,female,turkish,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-vietnamese,Erinome,google/gemini-2.5-flash-preview-tts,female,vietnamese,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-romanian,Erinome,google/gemini-2.5-flash-preview-tts,female,romanian,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-ukrainian,Erinome,google/gemini-2.5-flash-preview-tts,female,ukrainian,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-bengali,Erinome,google/gemini-2.5-flash-preview-tts,female,bengali,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-marathi,Erinome,google/gemini-2.5-flash-preview-tts,female,marathi,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-tamil,Erinome,google/gemini-2.5-flash-preview-tts,female,tamil,clear,Professional; clear female voice with thoughtful expression
gemini-flash-erinome-telugu,Erinome,google/gemini-2.5-flash-preview-tts,female,telugu,clear,Professional; clear female voice with thoughtful expression
gemini-flash-algenib-chinese,Algenib,google/gemini-2.5-flash-preview-tts,male,chinese,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-arabic,Algenib,google/gemini-2.5-flash-preview-tts,male,arabic,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-german,Algenib,google/gemini-2.5-flash-preview-tts,male,german,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-english,Algenib,google/gemini-2.5-flash-preview-tts,male,english,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-spanish,Algenib,google/gemini-2.5-flash-preview-tts,male,spanish,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-french,Algenib,google/gemini-2.5-flash-preview-tts,male,french,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-hindi,Algenib,google/gemini-2.5-flash-preview-tts,male,hindi,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-indonesian,Algenib,google/gemini-2.5-flash-preview-tts,male,indonesian,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-italian,Algenib,google/gemini-2.5-flash-preview-tts,male,italian,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-japanese,Algenib,google/gemini-2.5-flash-preview-tts,male,japanese,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-korean,Algenib,google/gemini-2.5-flash-preview-tts,male,korean,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-portuguese,Algenib,google/gemini-2.5-flash-preview-tts,male,portuguese,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-russian,Algenib,google/gemini-2.5-flash-preview-tts,male,russian,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-dutch,Algenib,google/gemini-2.5-flash-preview-tts,male,dutch,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-polish,Algenib,google/gemini-2.5-flash-preview-tts,male,polish,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-thai,Algenib,google/gemini-2.5-flash-preview-tts,male,thai,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-turkish,Algenib,google/gemini-2.5-flash-preview-tts,male,turkish,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-vietnamese,Algenib,google/gemini-2.5-flash-preview-tts,male,vietnamese,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-romanian,Algenib,google/gemini-2.5-flash-preview-tts,male,romanian,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-ukrainian,Algenib,google/gemini-2.5-flash-preview-tts,male,ukrainian,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-bengali,Algenib,google/gemini-2.5-flash-preview-tts,male,bengali,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-marathi,Algenib,google/gemini-2.5-flash-preview-tts,male,marathi,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-tamil,Algenib,google/gemini-2.5-flash-preview-tts,male,tamil,gravelly,Warm; confident male voice with friendly authority
gemini-flash-algenib-telugu,Algenib,google/gemini-2.5-flash-preview-tts,male,telugu,gravelly,Warm; confident male voice with friendly authority
gemini-flash-rasalgethi-chinese,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,chinese,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-arabic,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,arabic,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-german,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,german,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-english,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,english,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-spanish,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,spanish,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-french,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,french,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-hindi,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,hindi,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-indonesian,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,indonesian,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-italian,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,italian,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-japanese,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,japanese,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-korean,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,korean,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-portuguese,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,portuguese,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-russian,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,russian,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-dutch,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,dutch,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-polish,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,polish,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-thai,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,thai,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-turkish,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,turkish,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-vietnamese,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,vietnamese,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-romanian,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,romanian,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-ukrainian,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,ukrainian,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-bengali,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,bengali,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-marathi,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,marathi,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-tamil,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,tamil,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-rasalgethi-telugu,Rasalgethi,google/gemini-2.5-flash-preview-tts,male,telugu,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-flash-laomedeia-chinese,Laomedeia,google/gemini-2.5-flash-preview-tts,female,chinese,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-arabic,Laomedeia,google/gemini-2.5-flash-preview-tts,female,arabic,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-german,Laomedeia,google/gemini-2.5-flash-preview-tts,female,german,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-english,Laomedeia,google/gemini-2.5-flash-preview-tts,female,english,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-spanish,Laomedeia,google/gemini-2.5-flash-preview-tts,female,spanish,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-french,Laomedeia,google/gemini-2.5-flash-preview-tts,female,french,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-hindi,Laomedeia,google/gemini-2.5-flash-preview-tts,female,hindi,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-indonesian,Laomedeia,google/gemini-2.5-flash-preview-tts,female,indonesian,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-italian,Laomedeia,google/gemini-2.5-flash-preview-tts,female,italian,upbeat,Clear conversational female voice; inquisitive and exploratory
